"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"embarrassment","13","2119","7.66","{embarrass}>ment>","NN"
"embassies","9","516","6.25","{embassy}>s>","NN"
"embassy","7","4493","8.41","{embassy}","NN"
"embattled","9","148","5.00","<em<{battle}>ed>","JJ"
"embed","5","736","6.60","<em<{bed}","VB"
"embedded","8","8792","9.08","<em<{bed}>ed>","VB"
"embellish","9","115","4.74","{em--bell--ish}","VB"
"ember","5","593","6.39","{ember}","NN"
"embezzle","8","21","3.04","{embezzle}","VB"
"embezzlement","12","196","5.28","{embezzle}>ment>","NN"
"embezzling","10","65","4.17","{embezzle}>ing>","VB"
"embitter","8","6","1.79","<em<{bitter}","VB"
"embittered","10","168","5.12","<em<{bitter}>ed>","VB"
"emblazon","8","6","1.79","{emblazon}","VB"
"emblem","6","579","6.36","{emblem}","NN"
"emblematic","10","50","3.91","{emblem}>atic>","JJ"
"embodied","8","887","6.79","<em<{body}>ed>","VB"
"embodies","8","371","5.92","<em<{body}>s>","VB"
"embodiment","10","447","6.10","<em<{body}>ment>","NN"
"embody","6","643","6.47","<em<{body}","VB"
"embodying","9","112","4.72","<em<{body}>ing>","VB|NN"
"embolden","8","31","3.43","<em<{bold}>en>","VB"
"embolism","8","68","4.22","{embol--ism}","NN"
"emboss","6","35","3.56","{em--boss}","VB"
"embossed","8","659","6.49","{em--boss}>ed>","JJ|VB"
"embrace","7","3151","8.06","{embrace}","VB|NN"
"embraced","8","1358","7.21","{embrace}>ed>","VB"
"embraces","8","477","6.17","{embrace}>s>","VB|NN"
"embracing","9","676","6.52","{embrace}>ing>","VB"
"embroider","9","41","3.71","{embroider}","VB"
"embroidered","11","357","5.88","{embroider}>ed>","VB"
"embroil","7","14","2.64","{em--broil}","VB"
"embroiled","9","220","5.39","{em--broil}>ed>","JJ|VB"
"embroidery","10","925","6.83","{embroider}>y>","NN"
"embryo","6","1557","7.35","{embryo}","NN"
"embryonic","9","260","5.56","{embryo--nic}","JJ"
"emcee","5","52","3.95","{em--cee}","NN"
"emerald","7","6222","8.74","{emerald}","JJ|NN"
"emeralds","8","159","5.07","{emerald}>s>","NN"
"emerge","6","2224","7.71","{e--merge}","VB"
"emerged","7","2517","7.83","{e--merge}>ed>","VB"
"emergence","9","1421","7.26","{e--merge}>ence>","NN"
"emergencies","11","987","6.89","{emergency}>s>","NN"
"emergency","9","13361","9.50","{emergency}","NN"
"emergent","8","422","6.05","{e--merge}>ent>","JJ|NN"
"emerges","7","919","6.82","{e--merge}>s>","VB"
"emerging","8","5797","8.67","{e--merge}>ing>","VB"
"emeritus","8","780","6.66","{emeritus}","NN"
"emery","5","801","6.69","{emery}","NN"
"emigrant","8","127","4.84","{e--migr--ant}","NN"
"emigrate","8","327","5.79","{e--migr--ate}","VB"
"empathy","7","2166","7.68","{em--path--y}","NN"
"emperor","7","5122","8.54","{emperor}","NN"
"eminence","8","139","4.93","{emin--ence}","NN"
"eminent","7","767","6.64","{emin--ent}","JJ|NN"
"eminently","9","386","5.96","{emin--ent}>ly>","RB"
"emir","4","175","5.16","{emir}","NN"
"emissary","8","645","6.47","{e--miss--ary}","NN"
"emission","8","1831","7.51","{e--mit}>ion>","NN"
"emit","4","1140","7.04","{e--mit}","VB"
"emitted","7","990","6.90","{e--mit}>ed>","VB"
"emitting","8","567","6.34","{e--mit}>ing>","VB"
"Emma","4","1984","7.59","{emma}","NN"
"Emmanuel","8","927","6.83","{emmanuel}","NN"
"Emma's","6","93","4.53","{emma}>'s>","encl"
"emollient","9","5","1.61","{emollient}","JJ|NN"
"emote","5","57","4.04","{emote}","VB"
"emotion","7","4530","8.42","{emote}>ion>","NN"
"emotionless","11","132","4.88","{emote}>ion>>less>","JJ"
"emotions","8","5682","8.65","{emote}>ion>>s>","NN"
"emotive","7","219","5.39","{emote}>ive>","JJ"
"emotional","9","11869","9.38","{emote}>ion>>al>","JJ"
"emperors","8","528","6.27","{emperor}>s>","NN"
"emperor's","9","848","6.74","{emperor}>'s>","encl"
"emphases","8","135","4.91","{em--phas--es}","NN"
"emphasis","8","10226","9.23","{em--phas--is}","NN"
"emphasize","9","3258","8.09","{em--phas--ize}","VB"
"emphatic","8","347","5.85","{em--phatic}","JJ"
"emphatically","12","706","6.56","{em--phatic}>ally>","RB"
"emphysema","9","115","4.74","{emphysema}","NN"
"empire","6","16228","9.69","{empire}","NN"
"empires","7","7138","8.87","{empire}>s>","NN"
"empiric","7","31","3.43","{empiric}","JJ"
"empirical","9","2679","7.89","{empiric}>al>","JJ"
"empties","7","249","5.52","{empty}>s>","VB|NN"
"empirically","11","648","6.47","{empiric}>ally>","RB"
"empiricism","10","230","5.44","{empiric}>ism>","NN"
"empiricist","10","118","4.77","{empiric}>ist>","NN"
"employ","6","3582","8.18","{employ}","VB|NN"
"employable","10","99","4.60","{employ}>able>","JJ"
"employed","8","6857","8.83","{employ}>ed>","VB"
"employee","8","11023","9.31","{employ}>ee>","NN"
"employees","9","19940","9.90","{employ}>ee>>s>","NN"
"employer","8","27757","10.23","{employ}>er>","NN"
"employers","9","13155","9.48","{employ}>er>>s>","NN"
"employing","9","1501","7.31","{employ}>ing>","VB"
"employment","10","22833","10.04","{employ}>ment>","NN"
"employs","7","1691","7.43","{employ}>s>","VB"
"emporium","8","976","6.88","{empori--um}","NN"
"empower","7","1025","6.93","<em<{power}","VB"
"empowered","9","1122","7.02","<em<{power}>ed>","VB"
"empowering","10","529","6.27","<em<{power}>ing>","VB"
"empress","7","590","6.38","{empr--ess}","NN"
"emptied","7","722","6.58","{empty}>ed>","VB"
"emptier","7","31","3.43","{empty}>er>","JJ"
"emptiness","9","1231","7.12","{empty}>ness>","NN"
"empty","5","19261","9.87","{empty}","JJ|VB|NN"
"emptying","8","407","6.01","{empty}>ing>","VB"
"emu","3","991","6.90","{emu}","NN"
"emulate","7","3228","8.08","{emul--ate}","VB"
"emulated","8","1135","7.03","{emul--ate}>ed>","VB"
"emulation","9","7378","8.91","{emul--ate}>ion>","NN"
"emulsified","10","13","2.56","{emuls--ify}>ed>","JJ|VB"
"emulsify","8","11","2.40","{emuls--ify}","VB"
"emulsion","8","377","5.93","{emuls--ion}","NN|VB"
"enable","6","12551","9.44","<en<{able}","VB"
"enabled","7","7398","8.91","<en<{able}>ed>","VB"
"enables","7","5403","8.59","<en<{able}>s>","VB"
"enabling","8","2624","7.87","<en<{able}>ing>","VB"
"enact","5","816","6.70","<en<{act}","VB"
"enacted","7","2791","7.93","<en<{act}>ed>","VB"
"enacting","8","320","5.77","<en<{act}>ing>","VB"
"enactment","9","607","6.41","<en<{act}>ment>","NN"
"enamel","6","334","5.81","{enamel}","NN"
"enamelled","9","12","2.48","{enamel}>ed>","JJ|VB"
"enameling","9","21","3.04","{enamel}>ing>","VB|NN|JJ"
"enamour","7","4","1.39","{en--amour}","VB"
"encamp","6","5","1.61","<en<{camp}","VB"
"encamped","8","40","3.69","<en<{camp}>ed>","VB"
"encampment","10","152","5.02","<en<{camp}>ment>","NN"
"encapsulate","11","390","5.97","<en<{capsule}>ate>","VB"
"encase","6","55","4.01","<en<{case}","VB"
"encased","7","418","6.04","<en<{case}>ed>","VB"
"encephalic","10","2","0.69","{en--cephal--ic}","JJ"
"encephalitis","12","187","5.23","{en--cephal--itis}","NN"
"enchain","7","0","0.00","<en<{chain}","VB"
"enchained","9","25","3.22","<en<{chain}>ed>","VB|JJ"
"enchant","7","1933","7.57","{enchant}","VB"
"enchanted","9","2236","7.71","{enchant}>ed>","VB"
"enchanter","9","572","6.35","{enchant}>er>","NN"
"enchanting","10","238","5.47","{enchant}>ing>","JJ"
"enchantingly","12","3","1.10","{enchant}>ing>>ly>","RB"
"encountered","11","7826","8.97","{en--counter}>ed>","VB"
"encounters","10","3247","8.09","{en--counter}>s>","NN|VB"
"encourage","9","16191","9.69","<en<{courage}","VB"
"enchantment","11","3440","8.14","{enchant}>ment>","NN"
"enchantress","11","2202","7.70","{enchant}>ress>","NN"
"encircle","8","130","4.87","<en<{circle}","VB"
"encircled","9","236","5.46","<en<{circle}>ed>","VB"
"encirclement","12","51","3.93","<en<{circle}>ment>","NN"
"enclave","7","588","6.38","{enclave}","NN"
"enclaves","8","255","5.54","{enclave}>s>","NN"
"enclose","7","1926","7.56","<en<{close}","VB"
"enclosed","8","5093","8.54","<en<{close}>ed>","VB|JJ"
"encloses","8","67","4.20","<en<{close}>s>","VB"
"enclosing","9","610","6.41","<en<{close}>ing>","VB"
"enclosure","9","1831","7.51","<en<{close}>ure>","NN"
"encode","6","1762","7.47","<en<{code}","VB"
"encompass","9","975","6.88","<en<{compass}","VB"
"encompassed","11","242","5.49","<en<{compass}>ed>","VB"
"encompasses","11","1009","6.92","<en<{compass}>s>","VB"
"encore","6","2173","7.68","{encore}","NN"
"encores","7","150","5.01","{encore}>s>","NN"
"encounter","9","8451","9.04","{en--counter}","VB|NN"
"encouraged","10","12437","9.43","<en<{courage}>ed>","VB|JJ"
"encourages","10","2801","7.94","<en<{courage}>s>","VB"
"encouragement","13","2164","7.68","<en<{courage}>ment>","NN"
"encouraging","11","4268","8.36","<en<{courage}>ing>","VB"
"encroach","8","96","4.56","{encroach}","VB"
"encroached","10","36","3.58","{encroach}>ed>","VB"
"encroaching","11","183","5.21","{encroach}>ing>","VB"
"encroachment","12","332","5.81","{encroach}>ment>","NN"
"encrust","7","13","2.56","<en<{crust}","VB"
"encrustation","12","13","2.56","<en<{crust}>ation>","NN"
"encrusted","9","167","5.12","<en<{crust}>ed>","JJ|VB"
"encumber","8","38","3.64","{en--cumber}","VB"
"encumbered","10","170","5.14","{en--cumber}>ed>","VB|JJ"
"end","3","227504","12.33","{end}","NN|VB"
"endanger","8","708","6.56","<en<{danger}","VB"
"endangered","10","2770","7.93","<en<{danger}>ed>","VB|JJ"
"endangering","11","448","6.10","<en<{danger}>ing>","VB"
"endeared","8","72","4.28","<en<{dear}>ed>","VB"
"endearing","9","377","5.93","<en<{dear}>ing>","JJ|VB"
"endearment","10","183","5.21","<en<{dear}>ment>","NN"
"endeavor","8","2365","7.77","{endeavor}","NN|VB"
"endeavored","10","100","4.61","{endeavor}>ed>","VB"
"endeavoring","11","50","3.91","{endeavor}>ing>","VB|NN|JJ"
"endeavors","9","1257","7.14","{endeavor}>s>","NN|VB"
"ended","5","18912","9.85","{end}>ed>","VB"
"endemic","7","509","6.23","{en--demic}","JJ"
"endgame","7","405","6.00","{end}{game}","NN"
"ending","6","14130","9.56","{end}>ing>","VB|NN"
"endings","7","1582","7.37","{end}>ing>>s>","NN"
"endive","6","67","4.20","{endive}","NN"
"endless","7","6157","8.73","{end}>less>","JJ"
"endlessly","9","1291","7.16","{end}>less>>ly>","RB"
"duke","4","12035","9.40","{duke}","NN"
"dukedom","7","22","3.09","{duke}>dom>","NN"
"dukes","5","449","6.11","{duke}>s>","NN"
"duke's","6","424","6.05","{duke}>'s>","encl"
"dull","4","4644","8.44","{dull}","JJ|VB"
"dullard","7","187","5.23","{dull}>ard>","NN"
"dulled","6","147","4.99","{dull}>ed>","VB|JJ"
"duller","6","116","4.75","{dull}>er>","JJ"
"Dulles","6","536","6.28","{dulles}","NN"
"dullest","7","63","4.14","{dull}>est>","JJ"
"dullness","8","84","4.43","{dull}>ness>","NN"
"dulls","5","42","3.74","{dull}>s>","VB"
"dully","5","59","4.08","{dull}>ly>","RB"
"duly","4","1030","6.94","{due}>ly>","RB"
"Dumas","5","387","5.96","{dumas}","NN"
"dumb","4","12449","9.43","{dumb}","JJ|NN"
"dumbbell","8","102","4.62","{dumb}{bell}","NN"
"dumbbells","9","108","4.68","{dumb}{bell}>s>","NN"
"dumbwaiter","10","15","2.71","{dumb}{wait}>er>","NN"
"dumdum","6","18","2.89","{dumdum}","NN"
"dummies","7","1000","6.91","{dumb}>y>>s>","NN"
"dummy","5","3449","8.15","{dumb}>y>","NN|JJ"
"dump","4","10072","9.22","{dump}","VB|NN"
"dumped","6","4482","8.41","{dump}>ed>","VB"
"dumping","7","2467","7.81","{dump}>ing>","VB|NN"
"dumpling","8","105","4.65","{dump}>ling>","NN"
"dumps","5","2064","7.63","{dump}>s>","VB|NN"
"dumpy","5","85","4.44","{dump}>y>","JJ"
"dun","3","1102","7.00","{dun}","NN|JJ"
"dunce","5","186","5.23","{dunce}","NN"
"dunderhead","10","28","3.33","{dunder--head}","NN"
"dune","4","2291","7.74","{dune}","NN"
"dunes","5","430","6.06","{dun}>s>","NN"
"dung","4","1175","7.07","{dung}","NN"
"dungaree","8","2","0.69","{dungaree}","NN"
"dungeon","7","3526","8.17","{dungeon}","NN"
"dunghill","8","6","1.79","{dung}{hill}","NN"
"dunk","4","1068","6.97","{dunk}","VB|NN"
"duo","3","5533","8.62","{duo}","NN|JJ"
"duodenum","8","37","3.61","{duoden--um}","NN"
"dupe","4","387","5.96","{dupe}","VB|NN"
"duped","5","526","6.27","{dupe}>ed>","VB"
"duplex","6","1370","7.22","{du--pl--ex}","NN"
"durable","7","2234","7.71","{dur--able}","JJ"
"duration","8","7054","8.86","{dur--ation}","NN"
"duplicable","10","21","3.04","{du--plic--able}","JJ"
"duplicate","9","5234","8.56","{du--plic--ate}","JJ|NN"
"duplicity","9","384","5.95","{du--plic--ity}","NN"
"durations","9","246","5.51","{dur--ation}>s>","NN"
"duress","6","307","5.73","{duress}","NN"
"during","6","137335","11.83","{dur--ing}","minor|NN|VB"
"dusk","4","795","6.68","{dusk}","NN"
"dusky","5","90","4.50","{dusk}>y>","JJ"
"Dusseldorf","10","244","5.50","{dussel--dorf}","NN"
"dust","4","18645","9.83","{dust}","NN|VB"
"dustbin","7","221","5.40","{dust}{bin}","NN"
"dustcoat","8","0","0.00","{dust}{coat}","NN"
"dusted","6","297","5.69","{dust}>ed>","VB"
"duster","6","342","5.83","{dust}>er>","NN"
"dusting","7","287","5.66","{dust}>ing>","VB|NN"
"dustless","8","4","1.39","{dust}>less>","JJ"
"dustpan","7","10","2.30","{dust}{pan}","NN"
"dusts","5","66","4.19","{dust}>s>","VB|NN"
"dusty","5","1887","7.54","{dust}>y>","JJ|NN"
"Dutch","5","8370","9.03","{dutch}","JJ|NN"
"Dutchman","8","344","5.84","{dutch--man}","NN"
"duties","6","9228","9.13","{duty}>s>","NN"
"dutiful","7","116","4.75","{duty}>ful>","JJ"
"duty","4","14997","9.62","{duty}","NN"
"duvet","5","28","3.33","{duvet}","NN"
"dwarf","5","4768","8.47","{dwarf}","NN|VB"
"dwarfed","7","148","5.00","{dwarf}>ed>","VB"
"dwarfs","6","720","6.58","{dwarf}>s>","NN|VB"
"dwell","5","1487","7.30","{dwell}","VB"
"dweller","7","187","5.23","{dwell}>er>","NN"
"dwellers","8","1774","7.48","{dwell}>er>>s>","NN"
"dwelling","8","864","6.76","{dwell}>ing>","NN|VB"
"dwellings","9","226","5.42","{dwell}>ing>>s>","NN"
"dwells","6","317","5.76","{dwell}>s>","VB"
"dwelt","5","170","5.14","{dwel--t}","VB"
"dwindle","7","156","5.05","{dwindle}","VB"
"dwindled","8","178","5.18","{dwindle}>ed>","VB"
"dwindling","9","422","6.05","{dwindle}>ing>","VB"
"dye","3","1750","7.47","{dye}","NN|VB"
"dyed","4","482","6.18","{die}>ed>","VB|JJ"
"dyeing","6","134","4.90","{dye}>ing>","NN|VB"
"dyestuff","8","4","1.39","{dye}{stuff}","NN"
"dying","5","10151","9.23","{die}>ing>","VB|NN"
"Dylan","5","7190","8.88","{dylan}","NN"
"dynamic","7","16682","9.72","{dynam--ic}","JJ|NN"
"dynamical","9","633","6.45","{dynam--ic}>al>","JJ"
"dynamically","11","3071","8.03","{dynam--ic}>ally>","RB"
"dynamics","8","6244","8.74","{dynam--ics}","NN"
"dynamism","8","133","4.89","{dynam--ism}","NN"
"dynamite","8","1724","7.45","{dynam--ite}","NN"
"dynamited","9","76","4.33","{dynam--ite}>ed>","JJ|VB"
"dynamo","6","504","6.22","{dynam--o}","NN"
"dynastic","8","98","4.58","{dynast--ic}","JJ"
"dynasties","9","267","5.59","{dynast--y}>s>","NN"
"dynasty","7","2344","7.76","{dynast--y}","NN"
"dysentery","9","41","3.71","{dysentery}","NN"
"dyslexia","8","538","6.29","{dys--lex--ia}","NN"
"dyspeptic","9","10","2.30","{dys--pept--ic}","JJ"
"dystrophy","9","111","4.71","{dys--trophy}","NN"
"each","4","303525","12.62","{each}","minor"
"eager","5","4690","8.45","{eager}","JJ"
"eagerly","7","2099","7.65","{eager}>ly>","RB"
"eagerness","9","430","6.06","{eager}>ness>","NN"
"eagle","5","6845","8.83","{eagle}","NN"
"eagles","6","2807","7.94","{eagle}>s>","NN"
"eaglet","6","17","2.83","{eaglet}","NN"
"ear","3","11312","9.33","{ear}","NN"
"earache","7","233","5.45","{ear}{ache}","NN"
"eardrum","7","72","4.28","{ear}{drum}","NN"
"eardrums","8","77","4.34","{ear}{drum}>s>","NN"
"earl","4","6000","8.70","{earl}","NN"
"earldom","7","27","3.30","{earl}>dom>","NN"
"earlier","7","40303","10.60","{early}>er>","RB|JJ"
"earliest","8","4262","8.36","{early}>est>","JJ|RB"
"earliness","9","2","0.69","{early}>ness>","NN"
"early","5","75759","11.24","{early}","JJ|RB|NN"
"earmark","7","45","3.81","{ear}{mark}","VB"
"earmarked","9","295","5.69","{ear}{mark}>ed>","JJ|VB"
"earmuff","7","0","0.00","{ear}{muff}","NN"
"earn","4","11987","9.39","{earn}","VB"
"earned","6","7136","8.87","{earn}>ed>","VB|JJ"
"earnest","7","1435","7.27","{earnest}","JJ|NN"
"earnestly","9","326","5.79","{earnest}>ly>","RB"
"earnestness","11","69","4.23","{earnest}>ness>","NN"
"earning","7","3517","8.17","{earn}>ing>","VB|NN"
"earnings","8","4528","8.42","{earn}>ing>>s>","NN"
"earns","5","1238","7.12","{earn}>s>","VB"
"earphone","8","142","4.96","{ear}{phone}","NN"
"earphones","9","121","4.80","{ear}{phone}>s>","NN"
"earpiece","8","75","4.32","{ear}{piece}","NN"
"earplug","7","23","3.14","{ear}{plug}","NN"
"earring","7","417","6.03","{ear}{ring}","NN"
"earrings","8","875","6.77","{ear}{ring}>s>","NN"
"ears","4","12268","9.41","{ear}>s>","NN"
"earshot","7","215","5.37","{ear}{shot}","NN"
"earth","5","61680","11.03","{earth}","NN|VB"
"earthbound","10","89","4.49","{earth}{bound}","JJ"
"earthen","7","133","4.89","{earth}>en>","JJ"
"earsplitting","12","7","1.95","{ear}{split}>ing>","JJ"
"earthenware","11","43","3.76","{earth}>en>{ware}","NN"
"earthling","9","128","4.85","{earth}>ling>","NN"
"earthly","7","959","6.87","{earth}>ly>","JJ"
"earthmoving","11","12","2.48","{earth}{move}>ing>","JJ|NN"
"earthquake","10","5617","8.63","{earth}{quake}","NN"
"earthquakes","11","2027","7.61","{earth}{quake}>s>","NN"
"earth's","7","3925","8.28","{earth}>'s>","encl"
"earthshaking","12","24","3.18","{earth}{shake}>ing>","JJ"
"earthworm","9","303","5.71","{earth}{worm}","NN"
"earthy","6","206","5.33","{earth}>y>","JJ"
"earwax","6","32","3.47","{ear}{wax}","NN"
"ease","4","9671","9.18","{ease}","NN|VB"
"eased","5","914","6.82","{ease}>ed>","VB"
"easel","5","226","5.42","{easel}","NN"
"easement","8","113","4.73","{ease}>ment>","NN"
"easements","9","73","4.29","{ease}>ment>>s>","NN"
"easier","6","46413","10.75","{ease}>y>>er>","JJ|NN|RB"
"easiest","7","7936","8.98","{ease}>y>>est>","JJ|NN"
"easily","6","52243","10.86","{ease}>y>>ly>","RB"
"easing","6","587","6.38","{ease}>ing>","VB|NN"
"east","4","49098","10.80","{east}","NN|JJ|RB"
"eastbound","9","168","5.12","{east}{bound}","RB|JJ"
"Easter","6","3226","8.08","{easter}","NN"
"eastern","7","19095","9.86","{east}>ern>","JJ|NN"
"easterner","9","50","3.91","{east}>ern>>er>","NN"
"easternmost","11","20","3.00","{east}>ern>{most}","JJ"
"eastward","8","302","5.71","{east}>ward>","RB"
"easy","4","93775","11.45","{ease}>y>","JJ"
"eat","3","35550","10.48","{eat}","VB|NN"
"eatable","7","16","2.77","{eat}>able>","JJ"
"eaten","5","4257","8.36","{eat}>en>","VB|JJ"
"eaters","6","805","6.69","{eat}>er>>s>","NN"
"eating","6","16624","9.72","{eat}>ing>","VB|NN"
"eats","4","3464","8.15","{eat}>s>","VB|NN"
"eavesdrop","9","138","4.93","{eavesdrop}","VB"
"ebb","3","548","6.31","{ebb}","NN|VB"
"ebbing","6","81","4.39","{ebb}>ing>","VB"
"ebbs","4","167","5.12","{ebb}>s>","VB"
"ebony","5","4127","8.33","{ebon--y}","NN"
"eccentric","9","919","6.82","{ec--centr--ic}","JJ"
"ecclesiastic","12","12","2.48","{ecclesi--ast}>ic>","NN|JJ"
"echelon","7","251","5.53","{echelon}","NN"
"echelons","8","219","5.39","{echelon}>s>","NN"
"echo","4","29638","10.30","{echo}","NN|VB"
"echoed","6","1124","7.02","{echo}>ed>","VB"
"echoes","6","1347","7.21","{echo}>s>","NN|VB"
"echoing","7","756","6.63","{echo}>ing>","VB"
"eclectic","8","991","6.90","{eclectic}","JJ"
"eclectically","12","6","1.79","{eclectic}>ally>","RB"
"eclecticism","11","40","3.69","{eclectic}>ism>","NN"
